associationId	personId
200000003	500000936
200000003	500000566
200000003	500000780
200000003	500001153
200000003	500001131
200000003	500000715
200000003	500000409
200000003	500000641
200000003	500000322
200000003	500000918
200000003	500000432
200000003	500000092
200000003	500000983
200000003	500000180
200000003	500000372
200000003	500001019
200000003	500000193
200000003	500000832
200000003	500000908
200000003	500001076
200000003	500000610
200000003	500000615
200000003	500000772
200000003	500000841
200000003	500000535
200000003	500000829
200000003	500000506
200000003	500000515
200000003	500000192
200000003	500000481
200000003	500000834
200000003	500000174
200000003	500001294
200000003	500000521
200000003	500001196
200000003	500000777
200000003	500000398
200000003	500000719
200000003	500001150
200000003	500000935
200000003	500001250
200000003	500001134
200000003	500001072
200000003	500000675
200000003	500000326
200000003	500000959
200000003	500000767
200000003	500000830
200000003	500000019
200000003	500000275
200000003	500000399
200000003	500000612
200000003	500000550
200000003	500000231
200000003	500000701
200000003	500001205
200000003	500000992
200000003	500000760
200000003	500000338
200000003	500001052
200000003	500000526
200000003	500001119
200000003	500000176
200000003	500000963
200000003	500000458
200000003	500000602
200000003	500000997
200000003	500000138
200000003	500000907
200000003	500000270
200000003	500000768
200000003	500001265
200000003	500001142
200000003	500000930
200000003	500000016
200000003	500000985
200000003	500000984
200000003	500000267
200000003	500000998
200000003	500000846
200000003	500000686
200000003	500000143
200000003	500000272
200000003	500000513
200000003	500000529
200000003	500000109
200000003	500000887
200000003	500000879
200000003	500001107
200000003	500000483
200000003	500000502
200000003	500000704
200000003	500001213
200000003	500000870
200000003	500000962
200000003	500001016
200000003	500001114
200000003	500000579
200000003	500001064
200000003	500000277
200000003	500000226
200000003	500001126
200000003	500000212
200000003	500000525
200000003	500000375
200000003	500000560
200000003	500000958
200000003	500000805
200000003	500000973
200000003	500001037
200000003	500000662
200000003	500000647
200000003	500000637
200000003	500000847
200000003	500001034
200000003	500001225
200000003	500000551
200000003	500001115
200000003	500000051
200000003	500001099
200000003	500001169
200000003	500000844
200000003	500001214
200000003	500000273
200000003	500000036
200000003	500000584
200000003	500000390
200000003	500000235
200000003	500000744
200000003	500000623
200000003	500001081
200000003	500000987
200000003	500000649
200000003	500000994
200000003	500001079
200000003	500000298
200000003	500000874
200000003	500001050
200000003	500000840
200000003	500000864
200000003	500000445
200000003	500001047
200000003	500001127
200000003	500000469
200000003	500000475
200000003	500000157
200000003	500000081
200000003	500000652
200000003	500000095
200000003	500000096
200000003	500000678
200000003	500001180
200000003	500001253
200000003	500000573
200000003	500001135
200000003	500001139
200000003	500000867
200000003	500000588
200000003	500000716
200000003	500000266
200000003	500000001
200000003	500000254
200000003	500000598
200000003	500000559
200000003	500000903
200000003	500000144
200000003	500000312
200000003	500000970
200000003	500001039
200000003	500000792
200000003	500000695
200000003	500000893
200000003	500000150
200000003	500000297
200000003	500000484
200000003	500000464
200000003	500000682
200000003	500000155
200000003	500001198
200000003	500000420
200000003	500001189
200000003	500000505
200000003	500000456
200000003	500000534
200000003	500001168
200000003	500000859
200000003	500001027
200000003	500000339
200000003	500000333
200000003	500000022
200000003	500000098
200000003	500000473
200000003	500000013
200000003	500000726
200000003	500000717
200000003	500000073
200000003	500000178
200000003	500000706
200000003	500000303
200000003	500000702
200000003	500000884
200000003	500000849
200000003	500000449
200000003	500001176
200000003	500000353
200000003	500001005
200000003	500000148
200000003	500000299
200000003	500001057
200000003	500001152
200000003	500001162
200000003	500000049
200000003	500000453
200000003	500000391
200000003	500000184
200000003	500000004
200000003	500001138
200000003	500000341
200000003	500000419
200000003	500000136
200000003	500001111
200000003	500000950
200000003	500000670
200000003	500001113
200000003	500000438
200000003	500000723
200000003	500000877
200000003	500000127
200000003	500000800
200000003	500000625
200000003	500000146
200000003	500000693
200000003	500000996
200000003	500000097
200000003	500000369
200000003	500000740
200000003	500000113
200000003	500001059
200000003	500000657
200000003	500001158
200000003	500000674
200000003	500001117
200000003	500000251
200000002	500000597
200000002	500000197
200000002	500001137
200000002	500000295
200000002	500000256
200000002	500000400
200000002	500000257
200000002	500001012
200000002	500000523
200000002	500000943
200000002	500000669
200000002	500000568
200000002	500000948
200000002	500000854
200000002	500000230
200000002	500000696
200000002	500000071
200000002	500001043
200000002	500000023
200000002	500001156
200000002	500000926
200000002	500000289
200000002	500001082
200000002	500000410
200000002	500000034
200000002	500000606
200000002	500000328
200000002	500001326
200000002	500000769
200000002	500000092
200000002	500001105
200000002	500001112
200000002	500000476
200000002	500000860
200000002	500000372
200000002	500001302
200000002	500000029
200000002	500000370
200000002	500000690
200000002	500000285
200000002	500001076
200000002	500000615
200000002	500000841
200000002	500000548
200000002	500000250
200000002	500000927
200000002	500000126
200000002	500000108
200000002	500000703
200000002	500000917
200000002	500001128
200000002	500001058
200000002	500000515
200000002	500000565
200000002	500000481
200000002	500001148
200000002	500000237
200000002	500000659
200000002	500000938
200000002	500000174
200000002	500000567
200000002	500000446
200000002	500000416
200000002	500000774
200000002	500000508
200000002	500000315
200000002	500000405
200000002	500000348
200000002	500000935
200000002	500000577
200000002	500000407
200000002	500001327
200000002	500000544
200000002	500000675
200000002	500000326
200000002	500000046
200000002	500000638
200000002	500000959
200000002	500000767
200000002	500001084
200000002	500000314
200000002	500001108
200000002	500000808
200000002	500001210
200000002	500000784
200000002	500001170
200000002	500000624
200000002	500001080
200000002	500001092
200000002	500000992
200000002	500000291
200000002	500001052
200000002	500000838
200000002	500000422
200000002	500000183
200000002	500000242
200000002	500000963
200000002	500000997
200000002	500000443
200000002	500000814
200000002	500001015
200000002	500000258
200000002	500000768
200000002	500001167
200000002	500000294
200000002	500001186
200000002	500000614
200000002	500000169
200000002	500000066
200000002	500001209
200000002	500000773
200000002	500000563
200000002	500000747
200000002	500001061
200000002	500000003
200000002	500000210
200000002	500000359
200000002	500000267
200000002	500000989
200000002	500000998
200000002	500000843
200000002	500000853
200000002	500000686
200000002	500000444
200000002	500000406
200000002	500001252
200000002	500000311
200000002	500000220
200000002	500000234
200000002	500000499
200000002	500001251
200000002	500000581
200000002	500000626
200000002	500000263
200000002	500000185
200000002	500000529
200000002	500000542
200000002	500000788
200000002	500000664
200000002	500000362
200000002	500001014
200000002	500000892
200000002	500000086
200000002	500000789
200000002	500001118
200000002	500000798
200000002	500000812
200000002	500001026
200000002	500000114
200000002	500001071
200000002	500000870
200000002	500001016
200000002	500000325
200000002	500001320
200000002	500001064
200000002	500001126
200000002	500000212
200000002	500000728
200000002	500000953
200000002	500000158
200000002	500000281
200000002	500000274
200000002	500000132
200000002	500000168
200000002	500001122
200000002	500000032
200000002	500000662
200000002	500001006
200000002	500000603
200000002	500000204
200000002	500001048
200000002	500001099
200000002	500001217
200000002	500000844
200000002	500000914
200000002	500000761
200000002	500001328
200000002	500000065
200000002	500001222
200000002	500000944
200000002	500000584
200000002	500001065
200000002	500001215
200000002	500000235
200000002	500000744
200000002	500000623
200000002	500001123
200000002	500000604
200000002	500001000
200000002	500000634
200000002	500001199
200000002	500001050
200000002	500000219
200000002	500000487
200000002	500000707
200000002	500000630
200000002	500000186
200000002	500000336
200000002	500000047
200000002	500000350
200000002	500001103
200000002	500001127
200000002	500000827
200000002	500000475
200000002	500000836
200000002	500000081
200000002	500000652
200000002	500000099
200000002	500000661
200000002	500000347
200000002	500000105
200000002	500000835
200000002	500000925
200000002	500001245
200000002	500000053
200000002	500000750
200000002	500000139
200000002	500000145
200000002	500000720
200000002	500000655
200000002	500000208
200000002	500000982
200000002	500000001
200000002	500000912
200000002	500001021
200000002	500001104
200000002	500000651
200000002	500000488
200000002	500001163
200000002	500000050
200000002	500000672
200000002	500000970
200000002	500000792
200000002	500001039
200000002	500001194
200000002	500000695
200000002	500001132
200000002	500000318
200000002	500001301
200000002	500000842
200000002	500001219
200000002	500000621
200000002	500000297
200000002	500000831
200000002	500001125
200000002	500000484
200000002	500001097
200000002	500001159
200000002	500001246
200000002	500001124
200000002	500001221
200000002	500000534
200000002	500000456
200000002	500000452
200000002	500000665
200000002	500000031
200000002	500000868
200000002	500001093
200000002	500000613
200000002	500000611
200000002	500000680
200000002	500000098
200000002	500000022
200000002	500000473
200000002	500000491
200000002	500000995
200000002	500000910
200000002	500001157
200000002	500001182
200000002	500001004
200000002	500000702
200000002	500000689
200000002	500001303
200000002	500000320
200000002	500001090
200000002	500000849
200000002	500000449
200000002	500000671
200000002	500001032
200000002	500001083
200000002	500000418
200000002	500000512
200000002	500000088
200000002	500000735
200000002	500000380
200000002	500000049
200000002	500000618
200000002	500000999
200000002	500000151
200000002	500000419
200000002	500000060
200000002	500000950
200000002	500000106
200000002	500000700
200000002	500000922
200000002	500000438
200000002	500000215
200000002	500000629
200000002	500000287
200000002	500000376
200000002	500000414
200000002	500001280
200000002	500000306
200000002	500000625
200000002	500000361
200000002	500000261
200000002	500001086
200000002	500000673
200000002	500001059
200000002	500000113
200000002	500001164
200000002	500000790
200000002	500001158
200000002	500000687
200000001	500000316
200000001	500000256
200000001	500000087
200000001	500001089
200000001	500000568
200000001	500000608
200000001	500000381
200000001	500000837
200000001	500000945
200000001	500000749
200000001	500000940
200000001	500000289
200000001	500000070
200000001	500000566
200000001	500000409
200000001	500000000
200000001	500000641
200000001	500000015
200000001	500000170
200000001	500000875
200000001	500000322
200000001	500000328
200000001	500000300
200000001	500000656
200000001	500000476
200000001	500000180
200000001	500000372
200000001	500000818
200000001	500000029
200000001	500000285
200000001	500000690
200000001	500000286
200000001	500000729
200000001	500000424
200000001	500000108
200000001	500000703
200000001	500000988
200000001	500000833
200000001	500000130
200000001	500001046
200000001	500000921
200000001	500001141
200000001	500000082
200000001	500000416
200000001	500001070
200000001	500000348
200000001	500001035
200000001	500000026
200000001	500001283
200000001	500000636
200000001	500001084
200000001	500000799
200000001	500000021
200000001	500000129
200000001	500001205
200000001	500001067
200000001	500000759
200000001	500000821
200000001	500000291
200000001	500001052
200000001	500000276
200000001	500000478
200000001	500001155
200000001	500000439
200000001	500000183
200000001	500000863
200000001	500000602
200000001	500000997
200000001	500001028
200000001	500000307
200000001	500000128
200000001	500000985
200000001	500000539
200000001	500000334
200000001	500000937
200000001	500001061
200000001	500000797
200000001	500000425
200000001	500000412
200000001	500000843
200000001	500000697
200000001	500000775
200000001	500000121
200000001	500001192
200000001	500001143
200000001	500000402
200000001	500000581
200000001	500000626
200000001	500000202
200000001	500000017
200000001	500001188
200000001	500000664
200000001	500001014
200000001	500000737
200000001	500000502
200000001	500000734
200000001	500000120
200000001	500000704
200000001	500000397
200000001	500000798
200000001	500001026
200000001	500000472
200000001	500001178
200000001	500001016
200000001	500000654
200000001	500000226
200000001	500000187
200000001	500000924
200000001	500000923
200000001	500000560
200000001	500001075
200000001	500000580
200000001	500000429
200000001	500000132
200000001	500000662
200000001	500000619
200000001	500000396
200000001	500000142
200000001	500000730
200000001	500000084
200000001	500000204
200000001	500000632
200000001	500000089
200000001	500001048
200000001	500000196
200000001	500000909
200000001	500001115
200000001	500001099
200000001	500000345
200000001	500001212
200000001	500000944
200000001	500000036
200000001	500000392
200000001	500000305
200000001	500000601
200000001	500000604
200000001	500000979
200000001	500001079
200000001	500000487
200000001	500000236
200000001	500000336
200000001	500000344
200000001	500001047
200000001	500000157
200000001	500001066
200000001	500000640
200000001	500000852
200000001	500001161
200000001	500001204
200000001	500000779
200000001	500001245
200000001	500000639
200000001	500000363
200000001	500000074
200000001	500000012
200000001	500000954
200000001	500001038
200000001	500001274
200000001	500000209
200000001	500000903
200000001	500000312
200000001	500000144
200000001	500001039
200000001	500000014
200000001	500000695
200000001	500000166
200000001	500000711
200000001	500000977
200000001	500000318
200000001	500001308
200000001	500000335
200000001	500000484
200000001	500000561
200000001	500001025
200000001	500000817
200000001	500000167
200000001	500001027
200000001	500000450
200000001	500000611
200000001	500000069
200000001	500000246
200000001	500000022
200000001	500000786
200000001	500001309
200000001	500000549
200000001	500001216
200000001	500000882
200000001	500000354
200000001	500000356
200000001	500001090
200000001	500000093
200000001	500000699
200000001	500000735
200000001	500000794
200000001	500000153
200000001	500000915
200000001	500001146
200000001	500000815
200000001	500000733
200000001	500000060
200000001	500000244
200000001	500001062
200000001	500000922
200000001	500000570
200000001	500000899
200000001	500001044
200000001	500000127
200000001	500000858
200000001	500000625
200000001	500000975
200000001	500000996
200000001	500000346
200000001	500000006
200000001	500000790
200000001	500000191
200000001	500000188
200000001	500000819
200000001	500000523
200000001	500001012
200000001	500000319
200000001	500000152
200000001	500000002
200000001	500001063
200000001	500000495
200000001	500000942
200000001	500000718
200000001	500000118
200000001	500001145
200000001	500001242
200000001	500001043
200000001	500000503
200000001	500000780
200000001	500001100
200000001	500001105
200000001	500000591
200000001	500000983
200000001	500000349
200000001	500000149
200000001	500001102
200000001	500000895
200000001	500000684
200000001	500000548
200000001	500000857
200000001	500000250
200000001	500001220
200000001	500000126
200000001	500000558
200000001	500000011
200000001	500000917
200000001	500001148
200000001	500000237
200000001	500001171
200000001	500000834
200000001	500000521
200000001	500000446
200000001	500000405
200000001	500000252
200000001	500001151
200000001	500000905
200000001	500000638
200000001	500000959
200000001	500000533
200000001	500000644
200000001	500000310
200000001	500001108
200000001	500000612
200000001	500000231
200000001	500000701
200000001	500000541
200000001	500000365
200000001	500001133
200000001	500000969
200000001	500000490
200000001	500000378
200000001	500000845
200000001	500000242
200000001	500000332
200000001	500000221
200000001	500001042
200000001	500000443
200000001	500000337
200000001	500000814
200000001	500001203
200000001	500000169
200000001	500000492
200000001	500000103
200000001	500000810
200000001	500000653
200000001	500000595
200000001	500000757
200000001	500000582
200000001	500000976
200000001	500000846
200000001	500000408
200000001	500000112
200000001	500001040
200000001	500000253
200000001	500001008
200000001	500000668
200000001	500000406
200000001	500000311
200000001	500000216
200000001	500000500
200000001	500001088
200000001	500000499
200000001	500000555
200000001	500000185
200000001	500000879
200000001	500000949
200000001	500000172
200000001	500001071
200000001	500000114
200000001	500000360
200000001	500000264
200000001	500000683
200000001	500001064
200000001	500000212
200000001	500000677
200000001	500000728
200000001	500000593
200000001	500000281
200000001	500000032
200000001	500001037
200000001	500000647
200000001	500001006
200000001	500000037
200000001	500000161
200000001	500000880
200000001	500001065
200000001	500000583
200000001	500000217
200000001	500000235
200000001	500000744
200000001	500000115
200000001	500000514
200000001	500001000
200000001	500000994
200000001	500000159
200000001	500001193
200000001	500000522
200000001	500000247
200000001	500000374
200000001	500000901
200000001	500000886
200000001	500000445
200000001	500000047
200000001	500000350
200000001	500000836
200000001	500000061
200000001	500000925
200000001	500000091
200000001	500000519
200000001	500000748
200000001	500000720
200000001	500000301
200000001	500000651
200000001	500001087
200000001	500000050
200000001	500001183
200000001	500000831
200000001	500000464
200000001	500000990
200000001	500001159
200000001	500000199
200000001	500000076
200000001	500000534
200000001	500000456
200000001	500000177
200000001	500000101
200000001	500000218
200000001	500000461
200000001	500000971
200000001	500000680
200000001	500001098
200000001	500000806
200000001	500000491
200000001	500000013
200000001	500000726
200000001	500001036
200000001	500000178
200000001	500000702
200000001	500000394
200000001	500000631
200000001	500000371
200000001	500000245
200000001	500000058
200000001	500001057
200000001	500000498
200000001	500001236
200000001	500000380
200000001	500000618
200000001	500000391
200000001	500000033
200000001	500000617
200000001	500000743
200000001	500000135
200000001	500000569
200000001	500000427
200000001	500000723
200000001	500000306
200000001	500000131
200000001	500000732
200000001	500000480
200000001	500000693
200000001	500000261
200000001	500000028
200000001	500000855
200000001	500000308
200000001	500000692
200000001	500000018
200000001	500000920
200000001	500000104
200000000	500000470
200000000	500000316
200000000	500000295
200000000	500000256
200000000	500000400
200000000	500001003
200000000	500000271
200000000	500000087
200000000	500000568
200000000	500000501
200000000	500000608
200000000	500000745
200000000	500000696
200000000	500000094
200000000	500000822
200000000	500000940
200000000	500000504
200000000	500000955
200000000	500000936
200000000	500000409
200000000	500000233
200000000	500000322
200000000	500000476
200000000	500000180
200000000	500000102
200000000	500000285
200000000	500000286
200000000	500000980
200000000	500001076
200000000	500000978
200000000	500001077
200000000	500001011
200000000	500000108
200000000	500000703
200000000	500000025
200000000	500001017
200000000	500000509
200000000	500001023
200000000	500000921
200000000	500000592
200000000	500000304
200000000	500000174
200000000	500001101
200000000	500000082
200000000	500000416
200000000	500000315
200000000	500000348
200000000	500000538
200000000	500000935
200000000	500001035
200000000	500001072
200000000	500000850
200000000	500000107
200000000	500000636
200000000	500000916
200000000	500000799
200000000	500000314
200000000	500000486
200000000	500000214
200000000	500000624
200000000	500000027
200000000	500001080
200000000	500000751
200000000	500000643
200000000	500000763
200000000	500000866
200000000	500000213
200000000	500000478
200000000	500000439
200000000	500000863
200000000	500000997
200000000	500000602
200000000	500000907
200000000	500000307
200000000	500000066
200000000	500000128
200000000	500000972
200000000	500001061
200000000	500000147
200000000	500000756
200000000	500000708
200000000	500000998
200000000	500000843
200000000	500000507
200000000	500001143
200000000	500000143
200000000	500000402
200000000	500000220
200000000	500000951
200000000	500000626
200000000	500000272
200000000	500000068
200000000	500001188
200000000	500001014
200000000	500000362
200000000	500000752
200000000	500001107
200000000	500000904
200000000	500000737
200000000	500000483
200000000	500000789
200000000	500000090
200000000	500000502
200000000	500000704
200000000	500000160
200000000	500000734
200000000	500001026
200000000	500000206
200000000	500001016
200000000	500000579
200000000	500000277
200000000	500000654
200000000	500000226
200000000	500000525
200000000	500000793
200000000	500001031
200000000	500000560
200000000	500001190
200000000	500000240
200000000	500000168
200000000	500000691
200000000	500000142
200000000	500001099
200000000	500001069
200000000	500001212
200000000	500000039
200000000	500000944
200000000	500000650
200000000	500000511
200000000	500000162
200000000	500000649
200000000	500001079
200000000	500001050
200000000	500000487
200000000	500000967
200000000	500000932
200000000	500000268
200000000	500000344
200000000	500000609
200000000	500000724
200000000	500000099
200000000	500000122
200000000	500000564
200000000	500000779
200000000	500000865
200000000	500000639
200000000	500000363
200000000	500000266
200000000	500000208
200000000	500000954
200000000	500000628
200000000	500000209
200000000	500000269
200000000	500000389
200000000	500000379
200000000	500001166
200000000	500000842
200000000	500000484
200000000	500000682
200000000	500000561
200000000	500000420
200000000	500001189
200000000	500000080
200000000	500000505
200000000	500000758
200000000	500000167
200000000	500001001
200000000	500000928
200000000	500000873
200000000	500000302
200000000	500001224
200000000	500000333
200000000	500000069
200000000	500000786
200000000	500000280
200000000	500000549
200000000	500001110
200000000	500000385
200000000	500001273
200000000	500001033
200000000	500001032
200000000	500001005
200000000	500000148
200000000	500000512
200000000	500000299
200000000	500000771
200000000	500000735
200000000	500000915
200000000	500000004
200000000	500000733
200000000	500000244
200000000	500000922
200000000	500000438
200000000	500000872
200000000	500000127
200000000	500000146
200000000	500000097
200000000	500001173
200000000	500001059
200000000	500000006
200000000	500000290
200000000	500000762
200000000	500001201
200000000	500000188
200000000	500000041
200000000	500000679
200000000	500000946
200000000	500000523
200000000	500000002
200000000	500000823
200000000	500000495
200000000	500000118
200000000	500001257
200000000	500001043
200000000	500000023
200000000	500000110
200000000	500000878
200000000	500000780
200000000	500000410
200000000	500000460
200000000	500000715
200000000	500000606
200000000	500001100
200000000	500000591
200000000	500000531
200000000	500000825
200000000	500001109
200000000	500001019
200000000	500000895
200000000	500000222
200000000	500000857
200000000	500000829
200000000	500000927
200000000	500000558
200000000	500000011
200000000	500000506
200000000	500000515
200000000	500000824
200000000	500000468
200000000	500000433
200000000	500001171
200000000	500000067
200000000	500000446
200000000	500000164
200000000	500000544
200000000	500001022
200000000	500000767
200000000	500001144
200000000	500000644
200000000	500000238
200000000	500001108
200000000	500000399
200000000	500000541
200000000	500001020
200000000	500000365
200000000	500000764
200000000	500000248
200000000	500000760
200000000	500000338
200000000	500000454
200000000	500000242
200000000	500001256
200000000	500000332
200000000	500000458
200000000	500000814
200000000	500000337
200000000	500001015
200000000	500000492
200000000	500000016
200000000	500000103
200000000	500000417
200000000	500000686
200000000	500000253
200000000	500000408
200000000	500000382
200000000	500000500
200000000	500000355
200000000	500000499
200000000	500000529
200000000	500000109
200000000	500000788
200000000	500000879
200000000	500000313
200000000	500000086
200000000	500001118
200000000	500000264
200000000	500000754
200000000	500000677
200000000	500000212
200000000	500000931
200000000	500000179
200000000	500001013
200000000	500001006
200000000	500000007
200000000	500000040
200000000	500001034
200000000	500000175
200000000	500000520
200000000	500000324
200000000	500000844
200000000	500000037
200000000	500000203
200000000	500000991
200000000	500000770
200000000	500001258
200000000	500000880
200000000	500000583
200000000	500001018
200000000	500001007
200000000	500000807
200000000	500000736
200000000	500000292
200000000	500001000
200000000	500000159
200000000	500001051
200000000	500000522
200000000	500000219
200000000	500000707
200000000	500001165
200000000	500000886
200000000	500000350
200000000	500000411
200000000	500000787
200000000	500000165
200000000	500000447
200000000	500000678
200000000	500000835
200000000	500000519
200000000	500000139
200000000	500000982
200000000	500000474
200000000	500000301
200000000	500000753
200000000	500000436
200000000	500000785
200000000	500000912
200000000	500001021
200000000	500001087
200000000	500000516
200000000	500000792
200000000	500001194
200000000	500000816
200000000	500001132
200000000	500000477
200000000	500000527
200000000	500000297
200000000	500000831
200000000	500000225
200000000	500001097
200000000	500000990
200000000	500000133
200000000	500001078
200000000	500001231
200000000	500000599
200000000	500000119
200000000	500000031
200000000	500000613
200000000	500000461
200000000	500000575
200000000	500000013
200000000	500000178
200000000	500000706
200000000	500001004
200000000	500000631
200000000	500000394
200000000	500000884
200000000	500000320
200000000	500000671
200000000	500000418
200000000	500000058
200000000	500000820
200000000	500001174
200000000	500000181
200000000	500000380
200000000	500000364
200000000	500000600
200000000	500000743
200000000	500000742
200000000	500000135
200000000	500000427
200000000	500000106
200000000	500000117
200000000	500000723
200000000	500000629
200000000	500000009
200000000	500000493
200000000	500000482
200000000	500000261
200000000	500000028
200000000	500000673
200000000	500000692
200000000	500000018
200000000	500000801
200000000	500001024
200000007	500001075
200000007	500001275
200000007	500000155
200000007	500001122
200000007	500001003
200000007	500001197
200000007	500000494
200000007	500000943
200000007	500000338
200000007	500000885
200000007	500000599
200000007	500001289
200000007	500000964
200000007	500001290
200000007	500000944
200000007	500000837
200000007	500000339
200000007	500000443
200000007	500000024
200000007	500001207
200000007	500000337
200000007	500000473
200000007	500000566
200000007	500000298
200000007	500000884
200000007	500001176
200000007	500000972
200000007	500000918
200000007	500001152
200000007	500000609
200000007	500000846
200000007	500001008
200000007	500000507
200000007	500000617
200000007	500000627
200000007	500001252
200000007	500000357
200000007	500000929
200000007	500000856
200000007	500000705
200000007	500000053
200000007	500000185
200000007	500001277
200000007	500000921
200000007	500000304
200000007	500000082
200000007	500000877
200000007	500000279
200000007	500001241
200000007	500000252
200000007	500000660
200000007	500000059
200000007	500001270
200000007	500001276
200000007	500000638
200000007	500001009
200000007	500001240
200000007	500000953
200000006	500000973
200000006	500000020
200000006	500000755
200000006	500000040
200000006	500000688
200000006	500000694
200000006	500001115
200000006	500000745
200000006	500000562
200000006	500000761
200000006	500000065
200000006	500000945
200000006	500001065
200000006	500000289
200000006	500000987
200000006	500000460
200000006	500000956
200000006	500000224
200000006	500001002
200000006	500001121
200000006	500000236
200000006	500001112
200000006	500001269
200000006	500000981
200000006	500000047
200000006	500000469
200000006	500001127
200000006	500000475
200000006	500000690
200000006	500000729
200000006	500000610
200000006	500000548
200000006	500000099
200000006	500000857
200000006	500001228
200000006	500001220
200000006	500000835
200000006	500000852
200000006	500000869
200000006	500000064
200000006	500001237
200000006	500001171
200000006	500000921
200000006	500001227
200000006	500000012
200000006	500000001
200000006	500000774
200000006	500001021
200000006	500000651
200000006	500001274
200000006	500000577
200000006	500000897
200000006	500000919
200000006	500000672
200000006	500001226
200000006	500001039
200000006	500000778
200000006	500000830
200000006	500000434
200000006	500001183
200000006	500001229
200000006	500001191
200000006	500001195
200000006	500000352
200000006	500001189
200000006	500000764
200000006	500000663
200000006	500000817
200000006	500000133
200000006	500000454
200000006	500000534
200000006	500001052
200000006	500000665
200000006	500001001
200000006	500000119
200000006	500000403
200000006	500000378
200000006	500000497
200000006	500000443
200000006	500000258
200000006	500000354
200000006	500001182
200000006	500000169
200000006	500000128
200000006	500001176
200000006	500000539
200000006	500000653
200000006	500001083
200000006	500001005
200000006	500000512
200000006	500000245
200000006	500001057
200000006	500001174
200000006	500000984
200000006	500000043
200000006	500001230
200000006	500000989
200000006	500000998
200000006	500000697
200000006	500000686
200000006	500000216
200000006	500000355
200000006	500000499
200000006	500000569
200000006	500000136
200000006	500001238
200000006	500000438
200000006	500000414
200000006	500000800
200000006	500000812
200000006	500001291
200000006	500001060
200000006	500000114
200000006	500000870
200000006	500000740
200000006	500000277
200000006	500000226
200000006	500001158
200000006	500001181
200000006	500000762
200000006	500000201
200000006	500000560
200000006	500001024
200000005	500000041
