id	contextId	type	date
100000358	300000076	Scientific	2011-05-02
100000377	300000079	Research	2000-12-10
100000379	300000079	Observation	1999-07-06
100000375	300000079	Interview	2001-03-15
100000376	300000079	Scientific	2001-01-16
100000378	300000079	Observation	2001-05-11
100000380	300000079	Interview	2000-04-07
100000374	300000079	Interview	2000-07-08
100000366	300000078	Observation	2014-11-19
100000369	300000078	Research	2014-04-05
100000371	300000078	Observation	2013-11-04
100000367	300000078	Observation	2014-12-05
100000368	300000078	Observation	2013-11-17
100000370	300000078	Scientific	2013-11-03
100000372	300000078	Research	2015-02-17
100000373	300000078	Research	2014-12-05
100000390	300000081	Interview	2017-02-17
100000389	300000081	Interview	2017-08-31
100000382	300000080	Research	2010-01-19
100000388	300000080	Interview	2010-05-25
100000385	300000080	Interview	2010-05-12
100000381	300000080	Scientific	2010-07-12
100000386	300000080	Interview	2010-08-11
100000387	300000080	Research	2010-06-12
100000383	300000080	Observation	2009-11-23
100000384	300000080	Interview	2009-11-03
100000392	300000083	Observation	2001-03-15
100000393	300000083	Observation	2001-08-26
100000394	300000083	Interview	2002-02-05
100000391	300000082	Research	2016-08-24
100000399	300000085	Interview	2014-06-24
100000401	300000085	Scientific	2013-05-28
100000400	300000085	Interview	2014-04-10
100000397	300000084	Scientific	2018-05-05
100000398	300000084	Interview	2017-06-06
100000396	300000084	Observation	2018-10-04
100000395	300000084	Scientific	2017-09-13
100000414	300000087	Scientific	2004-11-28
100000408	300000087	Research	2004-05-10
100000412	300000087	Scientific	2004-07-07
100000411	300000087	Observation	2005-07-16
100000410	300000087	Observation	2004-03-11
100000409	300000087	Observation	2005-01-10
100000413	300000087	Observation	2003-12-18
100000403	300000086	Interview	2005-02-24
100000406	300000086	Interview	2006-02-14
100000407	300000086	Research	2005-11-28
100000405	300000086	Scientific	2005-03-13
100000404	300000086	Observation	2005-10-10
100000402	300000086	Observation	2005-07-14
100000421	300000089	Observation	2011-05-26
100000424	300000089	Observation	2011-07-02
100000419	300000089	Interview	2011-04-19
100000425	300000089	Interview	2010-11-10
100000423	300000089	Scientific	2010-06-28
100000420	300000089	Observation	2010-11-05
100000422	300000089	Scientific	2011-09-04
100000418	300000088	Observation	2001-03-09
100000415	300000088	Observation	2001-09-26
100000416	300000088	Interview	2001-08-03
100000417	300000088	Interview	2000-10-25
100000433	300000091	Interview	2009-05-28
100000431	300000091	Research	2009-01-04
100000432	300000091	Observation	2008-09-19
100000430	300000091	Interview	2008-12-17
100000426	300000090	Scientific	2013-11-11
100000428	300000090	Research	2014-05-23
100000427	300000090	Scientific	2013-12-21
100000429	300000090	Interview	2014-08-08
100000441	300000093	Observation	2009-01-24
100000440	300000092	Scientific	2009-10-02
100000436	300000092	Scientific	2009-12-02
100000435	300000092	Interview	2009-03-02
100000439	300000092	Observation	2008-06-08
100000438	300000092	Interview	2008-07-15
100000437	300000092	Scientific	2009-03-22
100000434	300000092	Observation	2009-02-01
100000457	300000095	Observation	2003-02-16
100000451	300000095	Research	2002-09-26
100000454	300000095	Interview	2002-07-31
100000456	300000095	Scientific	2003-01-11
100000452	300000095	Scientific	2003-06-11
100000453	300000095	Research	2002-12-28
100000450	300000095	Observation	2001-11-01
100000455	300000095	Scientific	2002-06-22
100000444	300000094	Observation	2003-06-15
100000442	300000094	Interview	2003-08-14
100000446	300000094	Research	2002-06-11
100000447	300000094	Observation	2004-02-20
100000445	300000094	Observation	2003-09-09
100000449	300000094	Scientific	2002-11-28
100000448	300000094	Observation	2004-02-13
100000443	300000094	Scientific	2003-05-14
100000167	300000033	Research	2011-08-28
100000164	300000033	Scientific	2012-12-15
100000166	300000033	Scientific	2012-03-17
100000165	300000033	Scientific	2011-12-15
100000169	300000033	Observation	2012-12-11
100000168	300000033	Scientific	2011-11-10
100000162	300000032	Scientific	2016-10-14
100000163	300000032	Observation	2016-11-09
100000172	300000035	Scientific	2012-11-23
100000175	300000035	Scientific	2013-07-05
100000171	300000035	Scientific	2013-02-27
100000178	300000035	Scientific	2011-12-14
100000176	300000035	Scientific	2012-02-08
100000177	300000035	Interview	2013-06-13
100000173	300000035	Interview	2012-02-08
100000174	300000035	Scientific	2013-06-20
100000170	300000034	Interview	2004-03-15
100000182	300000037	Observation	2013-01-05
100000184	300000037	Observation	2012-04-17
100000180	300000037	Scientific	2012-05-31
100000183	300000037	Observation	2012-02-11
100000185	300000037	Scientific	2012-05-09
100000186	300000037	Observation	2012-03-24
100000181	300000037	Scientific	2011-03-20
100000179	300000036	Scientific	2003-04-10
100000191	300000039	Scientific	2015-10-07
100000190	300000039	Interview	2016-06-23
100000189	300000039	Scientific	2014-12-12
100000192	300000039	Scientific	2014-12-16
100000188	300000038	Scientific	2002-10-29
100000187	300000038	Research	2002-03-24
100000196	300000041	Observation	2001-03-13
100000197	300000041	Scientific	2000-07-30
100000194	300000040	Scientific	2018-05-14
100000193	300000040	Research	2018-12-11
100000195	300000040	Research	2018-02-16
100000203	300000043	Scientific	1999-02-28
100000201	300000043	Scientific	1998-04-06
100000200	300000043	Interview	1998-08-18
100000202	300000043	Interview	1998-10-04
100000198	300000042	Scientific	2005-09-26
100000199	300000042	Observation	2006-01-28
100000206	300000045	Scientific	2011-10-31
100000208	300000045	Scientific	2012-01-30
100000207	300000045	Scientific	2011-01-16
100000204	300000044	Observation	2000-03-27
100000205	300000044	Observation	1998-07-10
100000214	300000047	Interview	2017-06-22
100000213	300000047	Interview	2017-01-31
100000215	300000047	Interview	2016-02-08
100000216	300000047	Research	2017-03-10
100000217	300000047	Observation	2017-08-01
100000212	300000047	Scientific	2017-03-11
100000211	300000046	Scientific	2008-11-29
100000210	300000046	Observation	2008-10-07
100000209	300000046	Research	2007-07-01
100000224	300000049	Observation	2002-07-20
100000223	300000049	Interview	2002-08-05
100000221	300000049	Scientific	2002-02-26
100000222	300000049	Interview	2003-09-05
100000219	300000048	Research	2006-08-29
100000220	300000048	Observation	2006-05-12
100000218	300000048	Research	2005-07-25
100000229	300000051	Observation	2010-06-06
100000231	300000051	Interview	2010-01-10
100000232	300000051	Interview	2011-01-24
100000230	300000051	Research	2010-02-23
100000233	300000051	Research	2010-10-04
100000234	300000051	Observation	2010-11-06
100000228	300000051	Research	2009-10-24
100000235	300000051	Observation	2009-06-08
100000227	300000050	Research	2017-10-29
100000225	300000050	Observation	2018-01-11
100000226	300000050	Research	2017-11-29
100000242	300000053	Research	2017-08-15
100000243	300000053	Scientific	2016-09-22
100000238	300000052	Research	2006-07-11
100000236	300000052	Scientific	2005-11-05
100000239	300000052	Research	2006-01-20
100000237	300000052	Research	2006-07-06
100000241	300000052	Research	2006-08-12
100000240	300000052	Research	2007-02-04
100000249	300000055	Research	2000-01-16
100000248	300000055	Interview	1999-09-25
100000250	300000055	Interview	1998-10-31
100000251	300000055	Research	1999-12-11
100000252	300000055	Research	1999-11-03
100000245	300000054	Scientific	2015-08-24
100000246	300000054	Observation	2014-10-27
100000244	300000054	Interview	2015-06-30
100000247	300000054	Scientific	2014-10-21
100000264	300000057	Interview	2017-04-18
100000265	300000057	Observation	2017-02-09
100000266	300000057	Interview	2016-12-02
100000267	300000057	Research	2016-04-11
100000262	300000057	Interview	2016-08-06
100000263	300000057	Interview	2017-02-02
100000261	300000057	Research	2017-04-03
100000254	300000056	Scientific	2000-07-14
100000259	300000056	Research	1998-12-16
100000258	300000056	Scientific	2000-07-06
100000256	300000056	Scientific	1999-07-14
100000260	300000056	Scientific	1999-03-28
100000255	300000056	Research	1999-12-30
100000253	300000056	Observation	1999-09-03
100000257	300000056	Interview	1999-05-27
100000270	300000059	Scientific	2000-03-25
100000274	300000059	Interview	2001-04-21
100000273	300000059	Scientific	2000-05-28
100000276	300000059	Research	1999-05-25
100000275	300000059	Observation	1999-10-13
100000271	300000059	Interview	2000-12-11
100000272	300000059	Interview	2000-09-17
100000269	300000059	Research	1999-11-05
100000268	300000058	Observation	2011-10-03
100000289	300000061	Scientific	2011-03-17
100000288	300000061	Scientific	2011-12-18
100000286	300000061	Research	2011-02-25
100000287	300000061	Observation	2011-06-05
100000285	300000061	Scientific	2011-03-01
100000284	300000060	Scientific	2013-07-08
100000281	300000060	Observation	2014-08-13
100000283	300000060	Interview	2013-09-11
100000279	300000060	Observation	2014-04-25
100000278	300000060	Observation	2013-11-07
100000282	300000060	Interview	2015-03-05
100000280	300000060	Scientific	2014-07-09
100000277	300000060	Scientific	2014-01-31
100000292	300000063	Observation	2007-11-16
100000295	300000063	Research	2008-09-11
100000294	300000063	Observation	2007-10-29
100000293	300000063	Scientific	2008-06-03
100000296	300000063	Observation	2007-03-25
100000290	300000062	Scientific	2008-11-14
100000291	300000062	Interview	2009-09-30
100000007	300000001	Interview	2011-11-04
100000006	300000001	Interview	2011-03-20
100000008	300000001	Observation	2011-12-19
100000000	300000000	Interview	2016-10-07
100000001	300000000	Research	2016-08-14
100000003	300000000	Interview	2016-06-27
100000004	300000000	Research	2016-01-17
100000005	300000000	Scientific	2017-02-19
100000002	300000000	Observation	2017-10-06
100000018	300000003	Interview	2003-02-07
100000017	300000003	Research	2002-10-26
100000020	300000003	Scientific	2001-08-07
100000019	300000003	Research	2002-06-17
100000010	300000002	Scientific	2017-10-07
100000014	300000002	Scientific	2018-09-07
100000016	300000002	Research	2018-11-09
100000015	300000002	Research	2018-09-02
100000011	300000002	Scientific	2018-05-11
100000012	300000002	Interview	2018-06-19
100000009	300000002	Observation	2017-03-29
100000013	300000002	Scientific	2018-09-02
100000026	300000005	Observation	2008-01-05
100000028	300000005	Interview	2006-08-06
100000027	300000005	Interview	2006-05-03
100000021	300000004	Interview	2016-05-17
100000022	300000004	Research	2016-10-27
100000024	300000004	Research	2016-11-04
100000023	300000004	Interview	2016-08-03
100000025	300000004	Research	2017-08-27
100000036	300000007	Interview	2002-08-07
100000035	300000007	Research	2002-10-29
100000040	300000007	Observation	2002-12-01
100000037	300000007	Observation	2002-06-28
100000038	300000007	Observation	2003-01-02
100000039	300000007	Interview	2002-12-12
100000034	300000006	Scientific	2017-09-30
100000030	300000006	Scientific	2017-08-22
100000029	300000006	Research	2017-08-03
100000033	300000006	Research	2016-10-31
100000032	300000006	Research	2016-10-30
100000031	300000006	Observation	2017-01-11
100000052	300000009	Scientific	2010-06-12
100000051	300000009	Interview	2010-02-06
100000048	300000009	Interview	2010-12-26
100000047	300000009	Research	2011-08-17
100000053	300000009	Research	2010-10-17
100000054	300000009	Observation	2011-08-22
100000049	300000009	Observation	2010-08-01
100000050	300000009	Research	2009-12-28
100000044	300000008	Interview	2002-12-31
100000042	300000008	Observation	2003-04-20
100000046	300000008	Research	2003-04-29
100000043	300000008	Observation	2001-06-23
100000045	300000008	Interview	2002-12-24
100000041	300000008	Research	2002-01-23
100000063	300000011	Observation	2015-05-09
100000064	300000011	Scientific	2016-12-06
100000062	300000011	Research	2016-01-29
100000065	300000011	Observation	2016-01-27
100000058	300000010	Interview	2001-05-19
100000055	300000010	Research	2001-11-30
100000057	300000010	Scientific	2000-11-02
100000061	300000010	Scientific	2000-09-29
100000056	300000010	Observation	2001-06-15
100000060	300000010	Research	2001-09-11
100000059	300000010	Research	2002-02-10
100000068	300000013	Interview	2008-02-02
100000066	300000012	Observation	2001-07-11
100000067	300000012	Research	2002-03-03
100000075	300000015	Observation	2006-12-17
100000076	300000015	Scientific	2007-01-04
100000078	300000015	Scientific	2006-07-03
100000074	300000015	Observation	2007-12-13
100000079	300000015	Research	2006-02-20
100000077	300000015	Research	2007-04-11
100000069	300000014	Scientific	1998-07-21
100000071	300000014	Interview	1999-04-20
100000072	300000014	Research	1998-09-07
100000073	300000014	Research	1999-11-17
100000070	300000014	Scientific	1999-11-11
100000089	300000017	Research	2007-06-14
100000094	300000017	Research	2008-02-23
100000095	300000017	Interview	2008-03-26
100000092	300000017	Scientific	2007-05-19
100000093	300000017	Scientific	2008-11-25
100000090	300000017	Interview	2006-12-09
100000091	300000017	Interview	2008-10-19
100000088	300000017	Interview	2008-07-10
100000084	300000016	Observation	2013-04-05
100000080	300000016	Observation	2011-10-07
100000087	300000016	Research	2011-12-29
100000083	300000016	Interview	2012-11-28
100000082	300000016	Observation	2012-04-04
100000081	300000016	Scientific	2012-05-16
100000086	300000016	Scientific	2012-11-19
100000085	300000016	Observation	2013-04-24
100000105	300000019	Research	2016-03-08
100000106	300000019	Observation	2016-11-21
100000103	300000019	Scientific	2016-05-23
100000104	300000019	Research	2016-10-12
100000102	300000018	Scientific	2004-07-03
100000099	300000018	Research	2003-07-21
100000101	300000018	Scientific	2004-01-30
100000097	300000018	Interview	2003-05-15
100000100	300000018	Scientific	2003-08-17
100000096	300000018	Interview	2003-06-24
100000098	300000018	Research	2004-08-30
100000110	300000021	Research	2013-03-22
100000111	300000021	Scientific	2013-07-04
100000108	300000020	Scientific	2002-11-20
100000109	300000020	Observation	2002-03-06
100000107	300000020	Scientific	2003-09-07
100000118	300000023	Observation	2003-07-05
100000123	300000023	Scientific	2004-06-27
100000120	300000023	Research	2002-09-30
100000121	300000023	Interview	2003-08-09
100000124	300000023	Observation	2003-08-09
100000117	300000023	Scientific	2004-05-06
100000119	300000023	Observation	2003-11-18
100000122	300000023	Research	2002-08-24
100000113	300000022	Interview	2001-11-03
100000112	300000022	Observation	2002-06-26
100000116	300000022	Research	2002-08-22
100000114	300000022	Scientific	2002-09-08
100000115	300000022	Interview	2002-09-12
100000134	300000025	Scientific	2008-12-30
100000133	300000025	Interview	2009-10-19
100000127	300000024	Observation	2008-06-16
100000126	300000024	Scientific	2008-10-25
100000129	300000024	Scientific	2009-12-06
100000130	300000024	Interview	2008-09-24
100000132	300000024	Observation	2009-01-26
100000125	300000024	Interview	2009-12-05
100000128	300000024	Observation	2008-05-06
100000131	300000024	Interview	2009-01-27
100000144	300000027	Interview	2016-09-08
100000143	300000027	Interview	2015-09-17
100000138	300000027	Observation	2015-01-19
100000141	300000027	Observation	2016-10-31
100000145	300000027	Research	2015-08-02
100000142	300000027	Research	2014-12-23
100000139	300000027	Scientific	2016-08-26
100000140	300000027	Scientific	2015-02-12
100000137	300000026	Research	2008-07-14
100000135	300000026	Research	2008-08-03
100000136	300000026	Research	2008-03-18
100000148	300000029	Observation	2017-02-24
100000150	300000029	Interview	2017-12-08
100000154	300000029	Observation	2018-10-09
100000153	300000029	Scientific	2017-01-12
100000149	300000029	Research	2018-02-18
100000152	300000029	Scientific	2017-12-03
100000151	300000029	Scientific	2017-08-15
100000146	300000028	Research	2002-11-02
100000147	300000028	Research	2003-04-05
100000159	300000031	Scientific	2013-03-12
100000158	300000031	Observation	2012-07-20
100000160	300000031	Interview	2014-06-11
100000161	300000031	Research	2013-04-22
100000155	300000030	Scientific	2009-08-01
100000156	300000030	Observation	2010-04-27
100000157	300000030	Scientific	2009-05-05
